ownerUsername,ownerFullName,ownerId,likesCount,videoPlayCount,igPlayCount,timestamp,paidPartnership,url
queen65,⭐️小Q⭐️紀錄我的吃喝玩樂,159938,587,,,2022-03-28T13:39:18.000Z,false,https://www.instagram.com/p/CbpkUHMP7SD/
sialeebaby,🐷麗莎寶貝lisababy🎀,593427286,154,,,2022-03-28T13:37:05.000Z,false,https://www.instagram.com/p/CbpkD_0BWEE/
vivimimi087029,獸醫 咪咪子| Huang Shuwan,3406035665,343,,,2022-03-28T13:36:47.000Z,true,https://www.instagram.com/p/CbpkBstrXnr/
jennylinnn_,Jenny🌷翎翎,1120774771,321,,,2022-03-28T13:34:16.000Z,false,https://www.instagram.com/p/CbpjvWdLmyn/
boboawen0903,ℳ𝒾𝓃🍫,1764074920,669,,,2022-03-28T13:11:56.000Z,true,https://www.instagram.com/p/CbphLu7Lld4/
annyeh910,𝐀𝐧𝐧 𝐘𝐞𝐡 ♡︎ 安葉 👶🏻,20168665,-1,,,2022-03-28T13:02:54.000Z,true,https://www.instagram.com/p/CbpgJnkrqRS/
smile0103day,悠比🌹,1965205552,516,,,2022-03-28T13:01:29.000Z,true,https://www.instagram.com/p/Cbpf_JSru75/
doubao_mom1025,🅗🅔🅛🅛🅞 𝓘’𝓶 𝓭𝓸𝓾媽咪/檸檬媽咪,16200216748,1215,,,2022-03-28T13:00:11.000Z,false,https://www.instagram.com/p/Cbpf1pArrhc/
wanling_lan,W 藍,608869817,178,,,2022-03-28T05:34:21.000Z,true,https://www.instagram.com/p/Cbos0URhJuM/
hanchphoto,商業攝影 | 煥起視覺事務所 | HANcH PHOTO,8689686160,-1,,,2022-03-27T14:22:46.000Z,false,https://www.instagram.com/p/CbnEfpmvf5P/
hanchphoto,商業攝影 | 煥起視覺事務所 | HANcH PHOTO,8689686160,-1,,,2022-03-26T13:48:30.000Z,false,https://www.instagram.com/p/Cbkbx0yPpcb/
hanchphoto,商業攝影 | 煥起視覺事務所 | HANcH PHOTO,8689686160,-1,,,2022-03-25T14:22:49.000Z,false,https://www.instagram.com/p/Cbh66VEhuf9/
hanchphoto,商業攝影 | 煥起視覺事務所 | HANcH PHOTO,8689686160,-1,,,2022-03-17T12:39:52.000Z,false,https://www.instagram.com/p/CbNIxPzPsTw/
hanchphoto,商業攝影 | 煥起視覺事務所 | HANcH PHOTO,8689686160,-1,,,2022-03-15T15:59:43.000Z,false,https://www.instagram.com/p/CbIWDNSvFUr/
dianbopopo,電波POPO彈力蛋白🍒,47622319056,-1,,,2021-11-24T05:13:53.000Z,false,https://www.instagram.com/p/CWpX57LPE0F/
donuts0118,多娜醬🎀是媽媽🎀,5424059167,181,,,2021-09-11T21:36:37.000Z,false,https://www.instagram.com/p/CTsli7ahNsF/
donuts0118,多娜醬🎀是媽媽🎀,5424059167,86,,,2021-09-02T15:25:03.000Z,false,https://www.instagram.com/p/CTUv3k1BH22/
donuts0118,多娜醬🎀是媽媽🎀,5424059167,417,,,2021-08-22T13:55:15.000Z,false,https://www.instagram.com/p/CS4Q2O1BLt-/
donuts0118,多娜醬🎀是媽媽🎀,5424059167,167,,,2021-08-17T08:06:13.000Z,false,https://www.instagram.com/p/CSqw7hVhZX3/
donuts0118,多娜醬🎀是媽媽🎀,5424059167,174,,,2021-08-11T08:50:52.000Z,false,https://www.instagram.com/p/CSbZNgKBmYf/
donuts0118,多娜醬🎀是媽媽🎀,5424059167,138,,,2021-08-06T23:27:44.000Z,false,https://www.instagram.com/p/CSQFpLaBCJV/
donuts0118,多娜醬🎀是媽媽🎀,5424059167,128,,,2021-08-02T12:48:24.000Z,false,https://www.instagram.com/p/CSEpTFRBdNX/
donuts0118,多娜醬🎀是媽媽🎀,5424059167,220,,,2021-07-28T16:16:16.000Z,false,https://www.instagram.com/p/CR4JHNAtyof/
donuts0118,多娜醬🎀是媽媽🎀,5424059167,161,,,2021-07-13T16:28:13.000Z,false,https://www.instagram.com/p/CRRijjGBAUb/
donuts0118,多娜醬🎀是媽媽🎀,5424059167,300,,,2021-07-08T18:15:30.000Z,false,https://www.instagram.com/p/CRE23CmBWFb/
donuts0118,多娜醬🎀是媽媽🎀,5424059167,122,,,2021-07-02T16:19:15.000Z,false,https://www.instagram.com/p/CQ1MvgOhqkC/
donuts0118,多娜醬🎀是媽媽🎀,5424059167,183,,,2021-06-23T12:00:45.000Z,false,https://www.instagram.com/p/CQdkBw3hYi3/
